tokenchunk1,tokenchunk2,label
speeches,the signing ceremony,BEFORE
shattering,World War II,AFTER
the ceremony,said,AFTER
fled,became,BEFORE
think,think,SIMULTANEOUS
sold,said,SIMULTANEOUS
goes,recession,BEGINS
are talking,layoffs,BEFORE
can get,seventy percent discounts,SIMULTANEOUS
the downturn,are not spending,BEFORE
new construction,have backed,INCLUDES
spent,sold,BEFORE
spent,thought,SIMULTANEOUS
The financial assistance,are not helping,BEFORE
go,coming,BEFORE
blew,saw,BEFORE
an explosion,blew,IDENTITY
went,blew,INCLUDES
no response,asks,BEFORE
tries to raise,no response,BEFORE
hear,ident,BEFORE
calls,tries to raise,BEFORE
went,went,IDENTITY
exploded,an explosion,IDENTITY
an explosion,went,IS_INCLUDED
the last conversation,calls,BEFORE
hundred climb maintain,maintain,BEFORE
went,exploded,INCLUDES
released,went,AFTER
became,said,BEFORE
could not contact,said,IBEFORE
the Pope QUOTs visit,open,BEFORE
to break,open,BEFORE
the Pope QUOTs visit,will persuade,BEFORE
the visit,be disappointed,BEFORE
looking,be disappointed,BEFORE
the visit,looking,AFTER
bring,to change,BEFORE
led,can begin,INCLUDES
to come,the visit,IS_INCLUDED
to invite,the visit,BEFORE
advanced,the visit,BEFORE
to say,make,AFTER
to invite,able,BEFORE
invited,to invite,IDENTITY
the US economic and political embargo,has kept,DURING
to come,give,BEFORE
will see,QUOTll see,SIMULTANEOUS
to come,will see,BEFORE
endures,sometimes outsmarted,INCLUDES
endures,outlasted,INCLUDES
has tried to hasten,endures,IS_INCLUDED
have predicted,endures,IS_INCLUDED
want to end,the exploitation,AFTER
have become,have catching,BEFORE
was picked,followed,BEFORE
was picked,a NASA astronaut,BEGINS
were held,the lack,DURING_INV
are doing,are doing makes,IDENTITY
were chosen,included,BEFORE
commander,the boss,IDENTITY
commander,a mission,SIMULTANEOUS
overproducing oil,driving,SIMULTANEOUS
slashing,overproducing oil,SIMULTANEOUS
disputes,slashing,SIMULTANEOUS
said,accused,SIMULTANEOUS
the Kuwait invasion,invaded,IDENTITY
said,invaded,AFTER
invaded,disputes,AFTER
is meant to cripple,cutting,AFTER
The embargo,is meant to cripple,SIMULTANEOUS
has provided,the other nations lending support,SIMULTANEOUS
putting,an anti-Iraq naval blockade,SIMULTANEOUS
citing,said,SIMULTANEOUS
declined to discuss,but said : QUOTQUOT,SIMULTANEOUS
an interview,declined to discuss,INCLUDES
carrying,was said to be carrying,IDENTITY
rolled,the U.N.-ordered sanctions,IS_INCLUDED
rolled,was unloaded,BEFORE
said,was not disclosed,SIMULTANEOUS
massed,threatened,SIMULTANEOUS
saying,massed,DURING_INV
sent,saying,BEFORE
ordered,sent,BEFORE
the Kuwait invasion,seizing,IDENTITY
annexed,the Kuwait invasion,IAFTER
A steep rise,the Kuwait invasion,AFTER
said,appear to be deteriorating,SIMULTANEOUS
will stay,ends,ENDED_BY
quoted,saying,AFTER
could leave QUOTQUOT,are eliminated,AFTER
caught,sent,AFTER
darkened,caught,AFTER
said,a regular news briefing,IS_INCLUDED
said,sending,IS_INCLUDED
the drain,sending,SIMULTANEOUS
said,is considering urging,BEFORE
said,harbor,SIMULTANEOUS
criticized,dispatched,AFTER
had condemned,Iraq QUOTs invasion,AFTER
the August 1988 cease-fire,the eight-year war,ENDS
had rejected,peace talks,IS_INCLUDED
read,said,SIMULTANEOUS
delivered,seemed to suggest,SIMULTANEOUS
a speech,delivered,SIMULTANEOUS
denounced,QUOTQUOT and said,SIMULTANEOUS
said,said,SIMULTANEOUS
had sent,stops,BEFORE
said,had sent,AFTER
may extend,to shut,BEFORE
captured,the Iran-Iraq war,IS_INCLUDED
sought,promising to withdraw,SIMULTANEOUS
said,continued,BEFORE
will begin withdrawing,will begin withdrawing,BEGINS
said,said,BEFORE
said,said,SIMULTANEOUS
expected to visit,said,DURING
the Iran-Iraq war,the crisis,IDENTITY
remained,closed,DURING_INV
would retaliate,boost,AFTER
remained,operating,DURING_INV
an Iraqi withdrawal,the buildup,ENDS
the crisis,the gulf crisis,IDENTITY
force,to withdraw,BEFORE
an assassination attempt,QUOTQUOT large-scale QUOTQUOT arrests,BEFORE
an assassination attempt,led,IDENTITY
the target,an assassination attempt,IS_INCLUDED
had filed,were honoring,IS_INCLUDED
no decision,a meeting,BEFORE
called,called,SIMULTANEOUS
told,said,IDENTITY
met,told,BEFORE
said,streamed north,AFTER
said,said,SIMULTANEOUS
outlet,has tightened,BEGUN_BY
a two-hour meeting,his meeting,IDENTITY
controls,has,SIMULTANEOUS
controls,its conquest,BEGUN_BY
are designed to isolate and strangle,retreats,ENDED_BY
are designed to isolate and strangle,retreats,ENDED_BY
according to,declined to say,INCLUDES
have retreated,said,BEFORE
have engaged,locks,IAFTER
have retreated,locks,AFTER
have engaged,have retreated,BEFORE
to use QUOTQUOT,could include firing,INCLUDES
has,are aided,SIMULTANEOUS
the largest U.S. military operation,committed,SIMULTANEOUS
massing,massed to defend,IDENTITY
the largest U.S. military operation,massed to defend,INCLUDES
Iraq QUOTs invasion,disputes,AFTER
was sparked,disputes,IDENTITY
Iraq QUOTs invasion,Iraq QUOTs invasion,IDENTITY
has mobilized,Iraq QUOTs invasion,AFTER
a long verbal attack,Replied State Department deputy spokesman Richard Boucher,BEFORE
said,called,SIMULTANEOUS
no confrontation,had pushed,INCLUDES
will receive,had pushed,AFTER
no confrontation,will receive,BEFORE
continue to pray,pray,IDENTITY
a long verbal attack,said,INCLUDES
a long verbal attack,and said,INCLUDES
a long verbal attack,called,INCLUDES
called,said,SIMULTANEOUS
ordered,called,BEFORE
ordered,complied,BEFORE
trapped,ordered,INCLUDES
a news conference,said,INCLUDES
the economic embargo,being blocked,INCLUDES
a two-hour meeting,said COMMA QUOTQUOT,IBEFORE
the dispute,its subsequent military buildup,AFTER
Iraq QUOTs invasion,its subsequent military buildup,IBEFORE
the dispute,Iraq QUOTs invasion,AFTER
stems,Iraq QUOTs invasion,IDENTITY
commenting,said,INCLUDES
called,said,SIMULTANEOUS
took,said,BEGUN_BY
took,called,BEGUN_BY
showdown,took,INCLUDES
the reported attempt,occurred,IDENTITY
the economic embargo,continued,INCLUDES
ordered,said,BEFORE
complied,told,BEFORE
his Aug. 2 power-grab,an QUOTQUOT eternal merger,IDENTITY
a shooting war,could produce,BEGINS
have engaged,The combined operations,IDENTITY
the flow,regular trading,IDENTITY
quoted,no independent confirmation,BEFORE
said,did not say,IDENTITY
put,his unsuccessful 1996 campaign,IS_INCLUDED
bitter objections,those advocating direct election,SIMULTANEOUS
adopted,bitter objections,AFTER
rests,has,SIMULTANEOUS
can assure,QUOTs following,DURING_INV
can assure,ve been told,AFTER
is taking,the convention,SIMULTANEOUS
a republic increasing,diminishes,SIMULTANEOUS
a republic increasing,rising,IDENTITY
has finished,begun,SIMULTANEOUS
hope to defeat,the referendum,IS_INCLUDED
hope to have,the opening,BEFORE
voted to support,voted to support,BEFORE
a travesty,to be put,AFTER
want,said,DURING
the crucial vote,passed,SIMULTANEOUS
Spontaneous applause,the crucial vote,AFTER
Spontaneous applause,echoed,BEFORE
promised to put,voted,AFTER
promised to put,promised to put,BEFORE
voted,to make,BEFORE
voted,the result,IDENTITY
Calling,said COMMA QUOTQUOT,DURING
The phony war,the real referendum campaign,BEFORE
voted,The phony war,ENDS
QUOTs indicated,understands,DURING_INV
suspended,cut,INCLUDES
suspended,the Asian economic crisis,AFTER
This move,suspended,AFTER
double,This move,IDENTITY
have suffered,kidnappings,INCLUDES
urged,said,SIMULTANEOUS
was found,urged,BEFORE
was found,to report,AFTER
was found,called,AFTER
wrapped,stuffed,IDENTITY
found,was found,IDENTITY
negotiations,the negotiations,IDENTITY
demanded,negotiations,BEFORE
was kidnapped,demanded,BEFORE
found,belonged,AFTER
found,found,IDENTITY
confirmed,found,IS_INCLUDED
wrapped,head cut,AFTER
urged,might be targeted,BEFORE
evading,made,SIMULTANEOUS
evading,an intensive manhunt,SIMULTANEOUS
the defection,followed,IBEFORE
led,the deaths,BEFORE
the radical policies,led,IDENTITY
are found,would be sent,BEFORE
said,speaking,IDENTITY
began to fall,the defection,AFTER
his abduction,his capture,IDENTITY
his capture,was captured,IDENTITY
the deaths,held,IS_INCLUDED
had been killed,his capture,AFTER
been killed,had been killed,IDENTITY
are found,would be turned,BEFORE
to conduct,the search,IDENTITY
having to flee,a coup dQUOT etat,AFTER
involved,having to flee,BEFORE
involved,the search,IS_INCLUDED
was kidnapped,his abduction,IDENTITY
was kidnapped,his capture,IDENTITY
was abducted,was kidnapped,IDENTITY
had informed,was kidnapped,AFTER
was abducted,being captured,IDENTITY
been killed,being captured,AFTER
was clearing,was attacked,INCLUDES
kidnapped,was abducted,IDENTITY
had been working,was abducted,INCLUDES
said,an interview,IS_INCLUDED
said,has sent,AFTER
will continue to do,will continue to do,IDENTITY
the second anniversary,his abduction,AFTER
continued to hold,continued to hold,DURING_INV
have been built,entered,AFTER
designed,have been built,BEFORE
has allocated,gave,AFTER
designed,has been used,BEFORE
according to,a news agency report,IDENTITY
entered,production,BEGINS
filed,claiming,INCLUDES
rejected,the ruling,IDENTITY
brought,its dispute,IS_INCLUDED
U.S. and British objections,suspected,IS_INCLUDED
U.S. and British objections,has blocked,DURING_INV
rejected,U.S. and British objections,AFTER
talk,serious,SIMULTANEOUS
the November 1995 assassination,Rabin QUOTs murder,IDENTITY
Taking,said,INCLUDES
heard,turned,BEFORE
Taking,acknowledged,INCLUDES
may have been trying to impress,killing,IAFTER
the November 1995 assassination,a Tel Aviv peace rally,IS_INCLUDED
is serving,the November 1995 assassination,AFTER
Taking,took,IDENTITY
turned,told,BEFORE
Taking,said,INCLUDES
talk,the talk,IDENTITY
killing Rabin,killing,IDENTITY
said called,QUOTQUOT and said,IDENTITY
reported,said,IDENTITY
Taking,described,INCLUDES
Taking,denied,INCLUDES
accusations,made,IDENTITY
Taking,said,INCLUDES
said,asked,AFTER
The investigation,its investigation,IDENTITY
its investigation,said,DURING
The investigation,will consider,INCLUDES
will look,The investigation,IS_INCLUDED
to investigate,The investigation,IS_INCLUDED
lived,The investigation,DURING
the exodus,lived,BEFORE
reignited,the civil war,BEFORE
The assassination,reignited,IDENTITY
a murderous rampage,favored,AFTER
a murderous rampage,slaughtered,INCLUDES
touched,a murderous rampage,BEFORE
The assassination,touched,IDENTITY
shot,The assassination,IS_INCLUDED
member-states meeting,agreed to set,INCLUDES
said,member-states meeting,IS_INCLUDED
the Hutu-organized genocide,member-states meeting,IS_INCLUDED
holding,joint naval exercises,IDENTITY
the disputes,A major dispute,INCLUDES
disputes,the disputes,IDENTITY
have become impoverished,the chaotic post-Soviet transition,IS_INCLUDED
signed,signed,IDENTITY
the signing,signed,IDENTITY
issued,the talks,AFTER
have been bedeviled,disputes,AFTER
the breakup,have been bedeviled,BEFORE
planned to visit,to discuss,INCLUDES
saying,must say,DURING_INV
disputes,could be resolved,IDENTITY
could be resolved,would require,DURING_INV
the talks,called,BEFORE
said COMMA,according to,BEFORE
released,pledged to consult,SIMULTANEOUS
pledged to consult,called,SIMULTANEOUS
state visit,aimed,INCLUDES
calls,calls,IDENTITY
willing,could be secured,SIMULTANEOUS
will cooperate,making,SIMULTANEOUS
will cooperate,to get,BEFORE
the deployment,to ensure,BEFORE
implementing,had QUOTQUOT,SIMULTANEOUS
Netanyahu QUOTs remarks,marked,SIMULTANEOUS
marked,a substantive change,SIMULTANEOUS
has mounted,has been faced,BEFORE
a growing grassroots movement calling,a growing grassroots movement calling,SIMULTANEOUS
have been killed fighting,have been killed fighting,SIMULTANEOUS
were killed,crashed,SIMULTANEOUS
quoting QUOTQUOT,said,SIMULTANEOUS
had indicated,resuming,BEFORE
had indicated,remarks,IS_INCLUDED
remarks,made,SIMULTANEOUS
remarks,a lecture,IS_INCLUDED
to refer,a speech,IS_INCLUDED
to refer,saying,SIMULTANEOUS
a costly war,claiming,INCLUDES
will not lift,certify,AFTER
imposed,its 1990 invasion,AFTER
will remain,Iraq complies,ENDED_BY
speaking,said,INCLUDES
made,surprise visits,IDENTITY
had been allowed to carry,an inspection,IDENTITY
a tour,to last,IDENTITY
have resisted,attempts,IS_INCLUDED
led,a 10-hour tour,SIMULTANEOUS
resumed,blocked,AFTER
stopped providing,making,BEFORE
stopped providing,stopped providing,AFTER
did not mention,but said,IDENTITY
but said,reported,SIMULTANEOUS
a test,agreed to give,INCLUDES
an effort,to expand,INCLUDES
Palace inspections,are not expected to start,INCLUDES
worried,urged,INCLUDES
were reported killed,clashes,IS_INCLUDED
are trying to eliminate,restore,SIMULTANEOUS
be solved,any change,INCLUDES
barred,but allowed,SIMULTANEOUS
marched,burning,SIMULTANEOUS
to protest,chanted,DURING_INV
the killings,the bloodshed,IDENTITY
was hit,scattered,BEFORE
was hit,responded,BEFORE
many waving British and Ulster flags,marched,IS_INCLUDED
crowded,to hear,BEFORE
kept,pending meetings,SIMULTANEOUS
found,arrested,BEFORE
was expelled,punishment,IDENTITY
was hospitalized,landed,AFTER
interfering,marched,SIMULTANEOUS
to hear,and pledge,SIMULTANEOUS
to hear,demand,SIMULTANEOUS
Confrontations,have provoked,IDENTITY
have provoked,widespread violence,BEFORE
pushed,the talks,IS_INCLUDED
The discovery,found,IDENTITY
discovered,The discovery,IDENTITY
have bombed,was expelled,BEFORE
QUOTQUOT would have caused,massive destruction,BEFORE
seized,would have carried,BEFORE
said COMMA adding : QUOTQUOT,said COMMA adding : QUOTQUOT,IBEFORE
said,said COMMA adding : QUOTQUOT,SIMULTANEOUS
is threatening to push,say,IS_INCLUDED
cited,was ordered,BEFORE
cited,driving,AFTER
part,served,BEFORE
was ordered,retired,SIMULTANEOUS
is leaving,said,AFTER
installing or implementing,would not ensure,BEFORE
will create,initiatives,DURING_INV
to flourish,full-blown end-to-end business transactions,INCLUDES
are positioned,to optimise COMMA expand and transform,BEFORE
are positioned,to optimise COMMA expand and transform,BEFORE
are positioned,to optimise COMMA expand and transform,BEFORE
implemented,will provide,BEFORE
will enable,will emerge,BEFORE
will emerge,to address,BEFORE
have emerged bringing,have emerged bringing,SIMULTANEOUS
experiencing,a change,SIMULTANEOUS
has,to offer,DURING_INV
spearheading,the development,BEGINS
developing,spearheading,BEFORE
to create,add,DURING
to include,to create,BEFORE
to include,opening doors,SIMULTANEOUS
extending,to include,SIMULTANEOUS
reaching,extending,SIMULTANEOUS
to transform,become,BEFORE
to seize,to transform,BEFORE
the convergence,is set,BEFORE
the coming,is set,BEFORE
move,could not come,BEGUN_BY
installing or implementing,installing or implementing,IDENTITY
help,improve,INCLUDES
beginning to infiltrate,beginning to infiltrate,INCLUDES
took,elections,IS_INCLUDED
said,said COMMA,IDENTITY
to publish,donates,AFTER
listed,having donated,AFTER
said,said,IDENTITY
shaking,The changes,IS_INCLUDED
announced,drop,AFTER
slashing,The changes,IS_INCLUDED
The changes,the changes,IDENTITY
are approaching,the changes,AFTER
think,think,SIMULTANEOUS
think,think,SIMULTANEOUS
announced,applauded,BEFORE
necessary,fails,AFTER
sought to soften,announced,SIMULTANEOUS
must hold,visits,ENDED_BY
sought to soften,saying,INCLUDES
said,sought to soften,SIMULTANEOUS
would use,fails to force,AFTER
arrived,said,BEFORE
glossed,arrived,BEFORE
presented,arrived,SIMULTANEOUS
happens,will continue to be,BEFORE
glossed,stern warnings,AFTER
is not authorized to use,going,BEFORE
will be prepared to act,attacking,INCLUDES
attacking,UN approval,AFTER
would break,attacking,SIMULTANEOUS
responded,saying,INCLUDES
say,responded,BEFORE
will know,our warning,AFTER
will know,our actions,AFTER
strikes to continue,does nQUOTt stop building,AFTER
continues,headed,INCLUDES
is committed,objections,SIMULTANEOUS
The US military buildup,continues,INCLUDES
strikes to continue,strikes to continue,INCLUDES
appears to be making,resolving,SIMULTANEOUS
says,but added,SIMULTANEOUS
any deal,must allow,INCLUDES
military conflict,the crisis,IDENTITY
to make,any sweeping assertion,IDENTITY
say,unwilling,SIMULTANEOUS
has become,their investigation,IS_INCLUDED
bombings,all the bombings,IDENTITY
ordered,suspect,BEFORE
An intense manhunt,the search,IDENTITY
assigned,the search,BEFORE
tells,say,IDENTITY
found,discovered,BEFORE
bombing,the Atlanta abortion clinic bombing,IDENTITY
found,the Atlanta abortion clinic bombing,AFTER
may have come,worked,IS_INCLUDED
a bomb,bombing,IDENTITY
found,bombing,AFTER
recovered,found,BEFORE
the Birmingham bombing,found,AFTER
a bomb,found,BEFORE
a bomb,recovered,AFTER
are investigating,have discovered,AFTER
last month QUOTs explosion,explodes,IDENTITY
explodes,all three attacks,IS_INCLUDED
a bomb,all three attacks,IS_INCLUDED
bombings,all three attacks,IDENTITY
explodes,the Birmingham bombing,IDENTITY
been charged,the Birmingham bombing,AFTER
is killed,explodes,IAFTER
a bomb,are hurt,IBEFORE
bombings,last month QUOTs explosion,BEFORE
unwilling,remember,AFTER
happens,an impact,BEFORE
to witness,the rendezvous,SIMULTANEOUS
left,came,AFTER
the rendezvous,The Pope QUOTs visit,IDENTITY
QUOTll come,the broadcast,IS_INCLUDED
here,here,IDENTITY
are going to tell,are going to hear,SIMULTANEOUS
the broadcast,are going to tell,IDENTITY
began to promote,its papal coverage,SIMULTANEOUS
began to arrive,coming,IDENTITY
The Pope QUOTs visit,quite an extraordinary story,IDENTITY
were found,were lost,BEFORE
said,reported,AFTER
are flying,trying to locate,SIMULTANEOUS
continues to maintain,its grip,IDENTITY
trying to locate,stranded,AFTER
showed,dropped,AFTER
showed,declined,AFTER
a surge,hurting,SIMULTANEOUS
is expected to lead,a surge,IBEFORE
move,improved,BEFORE
invigorate housing,making,AFTER
a short COMMA sharp drop,have remained,BEFORE
counterbalanced,possible price declines,SIMULTANEOUS
edged,pushing,SIMULTANEOUS
rose,leaving,SIMULTANEOUS
rose,pushing,SIMULTANEOUS
disregarded,betting,SIMULTANEOUS
has made,disregarded,BEFORE
a trend,has given,INCLUDES
has withstood,any disruptions,SIMULTANEOUS
The major harm,the plunge,AFTER
hit,hit,SIMULTANEOUS
welcomed,a news conference,IS_INCLUDED
a short COMMA sharp drop,became,SIMULTANEOUS
a short COMMA sharp drop,has rebounded,BEFORE
has been creating,averaging,AFTER
began,had showed,SIMULTANEOUS
intend to keep,tilts,BEFORE
to slow,reach,AFTER
led,to raise,BEFORE
The demand,led,IDENTITY
any disruptions,caused,AFTER
caused,the financial tumult,IDENTITY
extended,a surge,INCLUDES
to continue investing,to continue investing,IS_INCLUDED
statements,jury testimony,IS_INCLUDED
aware,believes,SIMULTANEOUS
the latest false leak,a response,BEFORE
started firing,fled,BEFORE
was hit,was pronounced,BEFORE
started firing,was hit,INCLUDES
emptied,started firing,IDENTITY
speaking,said,SIMULTANEOUS
had finished,was waiting,BEFORE
appeared,had finished,AFTER
was killed,emptied,SIMULTANEOUS
was watching,was killed,ENDED_BY
said,were removed,AFTER
had finished,her cleaning,ENDS
the slayings,the slayings,IDENTITY
careful,leaving,SIMULTANEOUS
said,seem to indicate,DURING_INV
said,said,SIMULTANEOUS
the 14 killings,was asphyxiated,INCLUDES
the 14 killings,were beaten,INCLUDES
the 14 killings,were strangled,INCLUDES
the 14 killings,were stabbed,INCLUDES
the slayings,the 14 killings,INCLUDES
said,said,SIMULTANEOUS
arrests,were made,SIMULTANEOUS
said,had been arrested,AFTER
had been killed,had been arrested,BEFORE
Citing,said,SIMULTANEOUS
said,were believed to be,DURING_INV
the slayings,the killings,INCLUDES
said,to find,DURING_INV
said,had identified,AFTER
said,said,SIMULTANEOUS
retreated,argued,SIMULTANEOUS
asked,a strong dissent,IS_INCLUDED
its ruling,invalidating,IDENTITY
took,its ruling,SIMULTANEOUS
could not make,reflect,SIMULTANEOUS
could not make,policy,IDENTITY
were expressed,was written,IDENTITY
his state convictions,securities fraud,AFTER
bought,sold,SIMULTANEOUS
sold,became,BEFORE
became,was seized,SIMULTANEOUS
his state convictions,Keating QUOTs convictions,IDENTITY
his state convictions,was convicted,IAFTER
the convictions stand,a ruling,IDENTITY
Keating QUOTs convictions,were thrown,BEFORE
has reinstated,the convictions stand,IDENTITY
was convicted,helping to defraud,AFTER
were thrown,was released,BEFORE
was convicted,helping to defraud,AFTER
were thrown,the original appeal,IAFTER
a ruling,to send,BEFORE
was convicted,had not been raised,IAFTER
was released,eligible,BEFORE
to send,must start,BEFORE
a ruling,a new appeal,BEGINS
invaded,were destroyed COMMA,DURING
sanctioned,declared,IS_INCLUDED
arresting,suspected,AFTER
will stand,arresting,DURING
rolled,says,BEFORE
military strikes,back down,AFTER
Iraq COMMA warning Saddam Hussein,the threat,AFTER
pledged to stand united,Iraq COMMA warning Saddam Hussein,SIMULTANEOUS
Posing,pledged to stand united,SIMULTANEOUS
rolled,welcoming,SIMULTANEOUS
discussed,welcoming,INCLUDES
discussed,rolled,INCLUDES
discussed,his threat,AFTER
has backed,his threat,AFTER
discussed,has backed,AFTER
is bolstering,discussed,AFTER
suspected,blowing,AFTER
the general election,could nQUOTt have come,AFTER
Chanting Helmut Kohl,the unemployed took,IS_INCLUDED
have been demonstrating,the unemployed took,IDENTITY
will get,more rains,AFTER
reports,reporting,IDENTITY
are warning,oncoming rains,BEFORE
oncoming rains,will cause,IDENTITY
oncoming rains,landslides,BEFORE
say,more rains,BEFORE
ordered,said,SIMULTANEOUS
cascaded,ordered,IBEFORE
cascaded,was hurt,BEFORE
cascaded,ripping,INCLUDES
will fall,destroy,SIMULTANEOUS
so saturated,can not absorb,BEFORE
say,means,INCLUDES
to be expelled,the multiparty peace talks,IS_INCLUDED
called,The move,IDENTITY
expected,said,AFTER
says,challenged COMMA,AFTER
called,Any decision,BEFORE
ejecting,the talks,IS_INCLUDED
the multiparty peace talks,the talks,IDENTITY
to be expelled,ejecting,IDENTITY
said,have offered,IDENTITY
will challenge,are going to fight,IDENTITY
called,the move,IDENTITY
says,will challenge,BEFORE
called,says,BEFORE
will challenge,are challenging,IDENTITY
Loudon county QUOTs collision,is changing,AFTER
complained,and wondered,SIMULTANEOUS
said,complained,SIMULTANEOUS
a public hearing,said,INCLUDES
further,violating,AFTER
a public hearing,said,INCLUDES
a public hearing,the split,INCLUDES
denounced,shifted,BEFORE
dropped,denounced,BEFORE
dropped,became,BEFORE
dropped,warning,SIMULTANEOUS
and asked,dropped,BEFORE
bought,and asked,BEFORE
would take,had,AFTER
located,funded,IS_INCLUDED
will vote,will decide,IDENTITY
will vote,tomorrow QUOTs vote,IDENTITY
too afraid,fearing,INCLUDES
More heavy gunfire,an offensive,IS_INCLUDED
considerably worried,the future and fear,INCLUDES
fleeing,their operations,AFTER
the beginnings,a much wider conflict,BEGINS
would object,were fired,AFTER
holding,conversations,SIMULTANEOUS
met,holding,AFTER
lamented,need,DURING_INV
lamented,is tightening,DURING_INV
reporting,said,INCLUDES
reporting,a call,AFTER
had alienated,creating,BEFORE
was told,had alienated,AFTER
to hold,demonstrating,AFTER
has informed,prompting,BEFORE
has informed,has lost,AFTER
said,that session,AFTER
said,said,SIMULTANEOUS
said,said,SIMULTANEOUS
said,said,SIMULTANEOUS
rally,rally,IDENTITY
gathered,deployed,SIMULTANEOUS
deployed,a protest rally,AFTER
the outcome,a test,IDENTITY
the outcome,a face,ENDS
clashed,were protesting,IS_INCLUDED
believe,say,SIMULTANEOUS
a protest rally,called,AFTER
rally,supporting,INCLUDES
rally,began gathering,IDENTITY
report,have,AFTER
to increase,beginning to,AFTER
says,say,SIMULTANEOUS
says,says,SIMULTANEOUS
opening,their ability,AFTER
says,notes,INCLUDES
trying to take,trying to take,SIMULTANEOUS
believe,believe,INCLUDES
The approach,believe,BEFORE
says,says,IDENTITY
helped,has become,SIMULTANEOUS
are becoming,increasingly successful,ENDED_BY
says,says,IDENTITY
jumped,quite a dramatic rise,IDENTITY
grew,the growth,IDENTITY
says,says,IDENTITY
grew,recruiting,AFTER
says,warns,SIMULTANEOUS
says,monitored,AFTER
being used,are using,IDENTITY
a dramatic rise,the growth,IS_INCLUDED
the expansion,a blessing,IDENTITY
received,more than eight thousand reports,AFTER
says,says,IDENTITY
says,says,IDENTITY
have forbidden,puts,IDENTITY
says,says,IDENTITY
have become,the sole support,ENDED_BY
the war,have become,BEFORE
the war,has created,IDENTITY
says,says,IDENTITY
says,says,IDENTITY
Special events,are being organized,ENDS
the bloodletting,has torn,INCLUDES
is appealing,stop,BEFORE
to move,holding,IS_INCLUDED
remain,next week QUOTs talks,BEFORE
a news conference,suggested,INCLUDES
made,several nationwide addresses,IDENTITY
are stationed,are steaming,SIMULTANEOUS
to carry,support,SIMULTANEOUS
underestimate,to keep,SIMULTANEOUS
say,is nQUOTt putting,SIMULTANEOUS
is nQUOTt putting,calculating,SIMULTANEOUS
pinpointing,QUOTll find,IBEFORE
announced,made,BEFORE
says,adds COMMA,IBEFORE
have sized,back down,BEFORE
will respond,an Iraqi attack,IAFTER
attacking,an Iraqi attack,IDENTITY
hostilities,attacking,BEGUN_BY
hostilities,a direct attack,BEGUN_BY
a fight,might calculate,INCLUDES
a fight,a fight,IDENTITY
a fight,would have to move,BEFORE
is growing,assemble,SIMULTANEOUS
hoping to seize,improve,IBEFORE
would be to launch,hoping to seize,SIMULTANEOUS
to shake,appears to have,BEFORE
backing,conclude,SIMULTANEOUS
asked,replied : QUOTQUOT,BEFORE
tried to entice,said,BEFORE
The proposal,called,INCLUDES
his proposal,The proposal,IDENTITY
his occupation,Israel QUOTs occupation,SIMULTANEOUS
tried to entice,linking,SIMULTANEOUS
tried to entice,his proposal,AFTER
supporting,calling,SIMULTANEOUS
shying,using,SIMULTANEOUS
shying,acknowledged,SIMULTANEOUS
implied,responded COMMA QUOTQUOT,IDENTITY
implied,asked,AFTER
may be used both to stop,to stop,SIMULTANEOUS
a statement,said,INCLUDES
begin stopping,interdiction,IDENTITY
speaking,but said,INCLUDES
speaking,declined to use,INCLUDES
speaking,said,INCLUDES
declined to use,but said,SIMULTANEOUS
the Kuwaiti request,stopping,BEFORE
the total trade embargo,allowing,IDENTITY
was searching,the international pressure,AFTER
was searching,clicked,SIMULTANEOUS
the 23-year Israeli occupation,claimed,BEFORE
problem,the 23-year Israeli occupation,IDENTITY
will use,its occupation,AFTER
announced,have spurned,AFTER
have spurned,suggesting,INCLUDES
will withdraw,withdraws,SIMULTANEOUS
an QUOTQUOT initiative QUOTQUOT,announced,INCLUDES
to rally,to launch,SIMULTANEOUS
his first rough proposal,a negotiated end,BEFORE
assumed,offering,SIMULTANEOUS
the role,offering,INCLUDES
a prolonged war,a holy war,IDENTITY
a prolonged war,an undeclared war,IDENTITY
a prolonged war,a war,IDENTITY
the crisis,Middle East crises,IDENTITY
the Persian Gulf crisis,Middle East crises,IDENTITY
meaningful negotiations,negotiations,IDENTITY
interdiction,the interdiction,IDENTITY
its occupation,his occupation,IDENTITY
the 23-year Israeli occupation,Israel QUOTs occupation,IDENTITY
his first rough proposal,his proposal,IDENTITY
his proposal,the proposals,IDENTITY
international sanctions,the sanctions,IDENTITY
Iraqi shipments,were trying to block shipping,IDENTITY
was scheduled to return to port,erupted,BEFORE
ending,the Persian Gulf crisis,AFTER
designed,to rally,BEFORE
the Persian Gulf crisis,the confrontation,IDENTITY
his first rough proposal,a ploy,IDENTITY
the Kuwaiti request,gives,SIMULTANEOUS
the Kuwaiti request,the collective enforcement,BEFORE
leaving,coming,IDENTITY
The proposal,replacing,INCLUDES
go,backing,IDENTITY
managed to escape,the Iraqi invasion,DURING
a fight,could start,BEGUN_BY
wo nQUOTt allow,to take,SIMULTANEOUS
an Iraqi attack,wo nQUOTt allow,BEFORE
finds,can see,BEFORE
can see,certain accommodations,SIMULTANEOUS
leaving,destroyed or abandoned,BEFORE
leaving,destroyed or abandoned,BEFORE
to withdraw,to withdraw,IDENTITY
to withdraw,withdraw,IDENTITY
a war,war,IDENTITY
a war,the war,IDENTITY
a war,a humiliating war,IDENTITY
