@relation te3-ee

@attribute token1 {0,1}
@attribute token2 {0,1}
@attribute lemma1 {0,1}
@attribute lemma2 {0,1}
@attribute tokenchunk1 {0,1}
@attribute tokenchunk2 {0,1}
@attribute tempMarkerText {0,1}
@attribute causMarkerText {0,1}
@attribute label {BEFORE, AFTER, IBEFORE, IAFTER, IDENTITY, SIMULTANEOUS, INCLUDES, IS_INCLUDED, DURING, DURING_INV, BEGINS, BEGUN_BY, ENDS, ENDED_BY}

@data
sought,auction,seek,auction,will be sought,bid or auction,O,if,INCLUDES
sought,bid,seek,bid,will be sought,bid or auction,O,if,INCLUDES
agreement,sought,agreement,seek,no agreement,will be sought,if,if,BEFORE
agreement,reached,agreement,reach,no agreement,is reached,if,if,IDENTITY
said,said,say,say,said,said,thereafter,if,IDENTITY
placement,used,placement,use,a private placement,will be used to reduce,O,O,SIMULTANEOUS
said,said,say,say,said,said,O,O,IDENTITY
convertible,maturity,convertible,maturity,convertible,maturity,O,O,BEFORE
announced,said,announce,say,announced,said,O,O,IDENTITY
convertible,maturity,convertible,maturity,convertible,maturity,O,O,BEFORE
said,receiving,say,receive,said,receiving,then,then,BEFORE
offer,receiving,offer,receive,The tender offer,receiving,then,then,BEFORE
said,offer,say,offer,said,The tender offer,O,O,BEFORE
receiving,said,receive,say,receiving,said,then,then,AFTER
offer,said,offer,say,The tender offer,said,then,O,AFTER
agreed,receiving,agree,receive,agreed to buy,receiving,then,then,BEFORE
agreed,said,agree,say,agreed to buy,said,definitively,O,BEFORE
agreed,offer,agree,offer,agreed to buy,The tender offer,definitively,O,BEFORE
agreed,said,agree,say,agreed to buy,said,then,O,BEFORE
offer,receiving,offer,receive,tender offer,receiving,then,then,BEFORE
said,offer,say,offer,said,tender offer,O,O,BEFORE
offer,offer,offer,offer,tender offer,The tender offer,O,O,IDENTITY
offer,said,offer,say,tender offer,said,then,O,AFTER
agreed,offer,agree,offer,agreed to buy,tender offer,definitively,O,BEFORE
said,sale,say,sale,said,the sale,O,O,BEFORE
offer,sale,offer,sale,The tender offer,the sale,followed by,by,BEFORE
sale,said,sale,say,the sale,said,then,O,AFTER
agreed,sale,agree,sale,agreed to buy,the sale,definitively,O,BEFORE
offer,sale,offer,sale,tender offer,the sale,O,O,BEFORE
make,receiving,make,receive,will make,receiving,then,then,BEFORE
said,make,say,make,said,will make,O,O,BEFORE
make,offer,make,offer,will make,The tender offer,O,O,IDENTITY
make,said,make,say,will make,said,then,O,AFTER
make,sale,make,sale,will make,the sale,O,O,BEFORE
liquidated,receiving,liquidate,receive,be liquidated COMMA,receiving,then,then,AFTER
said,liquidated,say,liquidate,said,be liquidated COMMA,then,then,BEFORE
offer,liquidated,offer,liquidate,The tender offer,be liquidated COMMA,then,then,BEFORE
liquidated,said,liquidate,say,be liquidated COMMA,said,then,then,AFTER
agreed,liquidated,agree,liquidate,agreed to buy,be liquidated COMMA,then,then,BEFORE
offer,liquidated,offer,liquidate,tender offer,be liquidated COMMA,then,then,BEFORE
sale,liquidated,sale,liquidate,the sale,be liquidated COMMA,then,then,BEFORE
make,liquidated,make,liquidate,will make,be liquidated COMMA,then,then,BEFORE
said,said,say,say,said,said,then,O,IDENTITY
sale,receiving,sale,receive,the sale,receiving,then,then,BEGUN_BY
sale,liquidated,sale,liquidate,the sale,be liquidated COMMA,then,then,BEFORE
offer,sale,offer,sale,The tender offer,the sale,followed by,by,BEFORE
offer,offer,offer,offer,tender offer,The tender offer,O,O,IDENTITY
make,offer,make,offer,will make,tender offer,O,O,IDENTITY
agreed,said,agree,say,agreed to buy,said,definitively,O,BEFORE
buy,owns,buy,own,agreed to buy,owns,definitively,O,AFTER
structured,provide,structure,provide,is being structured,do nQUOTt provide,because,because,AFTER
restructuring,said,restructuring,say,a restructuring,and has said,since,since,BEFORE
started,said,start,say,started,and has said,since,since,BEFORE
started,restructuring,start,restructuring,started,a restructuring,since,since,INCLUDES
financed,said,finance,say,financed,and has said,since,because,BEFORE
financed,restructuring,finance,restructuring,financed,a restructuring,since,because,BEFORE
financed,started,finance,start,financed,started,since,because,BEFORE
rejected,said,reject,say,rejected,and has said,since,because,BEFORE
rejected,restructuring,reject,restructuring,rejected,a restructuring,since,because,BEFORE
rejected,started,reject,start,rejected,started,since,because,BEFORE
rejected,financed,reject,finance,rejected,financed,because,because,AFTER
said,financed,say,finance,said,financed,because,because,AFTER
said,rejected,say,reject,said,rejected,O,because,AFTER
offer,for,offer,for,offer,for,since,because,BEFORE
offer,said,offer,say,offer,and has said,since,because,BEFORE
offer,restructuring,offer,restructuring,offer,a restructuring,since,because,BEFORE
offer,started,offer,start,offer,started,since,because,BEFORE
offer,rejected,offer,reject,offer,rejected,O,because,BEFORE
offer,said,offer,say,offer,said,O,O,BEFORE
made,for,make,for,made,for,since,because,BEFORE
made,said,make,say,made,and has said,since,because,BEFORE
made,restructuring,make,restructuring,made,a restructuring,since,because,BEFORE
made,started,make,start,made,started,since,because,BEFORE
made,said,make,say,made,said,O,O,BEFORE
declined,said,decline,say,declined to comment,and said,O,O,IDENTITY
repay,liquidation,repay,liquidation,expected to repay,the liquidation,through,O,AFTER
expected,liquidation,expect,liquidation,expected to repay,the liquidation,through,O,AFTER
expected,borrowed,expect,borrow,expected to repay,borrowed,O,O,AFTER
discussions,for,discussion,for,discussions,for,since,because,BEFORE
added,said,add,say,added,and said,O,O,IDENTITY
said,said,say,say,said,and said,O,O,IDENTITY
said,added,say,add,said,added,O,O,IDENTITY
financing,obtained,financing,obtain,the financing,can be obtained,O,O,ENDS
said,for,say,for,said,for,since,because,BEFORE
financing,obtained,financing,obtain,financing,can be obtained,O,O,ENDS
financing,financing,financing,financing,financing,the financing,O,O,IDENTITY
obtaining,financing,obtain,financing,obtaining,the financing,O,O,ENDED_BY
offer,offer,offer,offer,The offer,offer,O,O,AFTER
offer,made,offer,make,The offer,made,O,O,AFTER
merger,consummated,merger,consummate,a merger,is nQUOTt consummated,if,if,BEGUN_BY
liquidate,consummated,liquidate,consummate,would seek to liquidate,is nQUOTt consummated,if,if,AFTER
said,for,say,for,and said,for,since,if,BEFORE
said,said,say,say,and said,said,O,if,IDENTITY
offer,offer,offer,offer,tender offer,offer,O,if,AFTER
offer,made,offer,make,tender offer,made,O,if,AFTER
offer,offer,offer,offer,tender offer,The offer,O,if,IDENTITY
launched,for,launch,for,launched,for,since,if,BEFORE
launched,offer,launch,offer,launched,offer,O,if,AFTER
launched,made,launch,make,launched,made,O,if,AFTER
launched,said,launch,say,launched,said,O,if,IS_INCLUDED
launched,offer,launch,offer,launched,The offer,O,if,BEGINS
launched,said,launch,say,launched,and said,O,O,IS_INCLUDED
started,said,start,say,started,and has said,since,since,BEFORE
rejected,started,reject,start,rejected,started,since,because,BEFORE
rejected,financed,reject,finance,rejected,financed,because,because,AFTER
said,rejected,say,reject,said,rejected,O,because,AFTER
made,rejected,make,reject,made,rejected,O,because,BEFORE
launched,made,launch,make,launched,made,O,if,AFTER
made,offer,make,offer,made,offer,O,O,IDENTITY
filed,seeks,file,seek,filed,seeks to nullify,O,by,SIMULTANEOUS
declined,said,decline,say,declined to comment,and said,O,O,SIMULTANEOUS
borrowed,liquidation,borrow,liquidation,borrowed,the liquidation,through,O,SIMULTANEOUS
expected,borrowed,expect,borrow,expected to repay,borrowed,O,O,AFTER
repay,borrowed,repay,borrow,expected to repay,borrowed,O,O,AFTER
added,said,add,say,added,and said,O,O,IDENTITY
said,added,say,add,said,added,O,O,IDENTITY
need,pay,need,pay,will need,pay,O,O,BEFORE
need,buy,need,buy,will need,to buy,O,O,BEFORE
financing,financing,financing,financing,financing,the financing,O,O,IDENTITY
financing,obtained,financing,obtain,the financing,can be obtained,O,O,ENDS
said,said,say,say,and said,said,O,if,IDENTITY
obtaining,financing,obtain,financing,obtaining,financing,O,O,ENDED_BY
offer,offer,offer,offer,tender offer,The offer,O,if,IDENTITY
liquidate,consummated,liquidate,consummate,would seek to liquidate,is nQUOTt consummated,if,if,AFTER
merger,consummated,merger,consummate,a merger,is nQUOTt consummated,if,if,BEGUN_BY
launched,said,launch,say,launched,and said,O,O,IS_INCLUDED
launched,offer,launch,offer,launched,tender offer,O,O,BEGINS
started,restructuring,start,restructuring,started,a restructuring,since,since,INCLUDES
quoted,said,quote,say,was quoted,said,O,O,IDENTITY
trading,said,trading,say,over-the-counter trading,said,O,O,INCLUDES
trading,quoted,trading,quote,over-the-counter trading,was quoted,O,O,INCLUDES
quoted,said,quote,say,was quoted,said,O,O,IDENTITY
reported,said,report,say,will be reported,said,O,O,AFTER
cited,reported,cite,report,cited,will be reported,O,O,BEFORE
cited,said,cite,say,cited,said,O,O,IS_INCLUDED
expected,said,expect,say,is expected to save,said,O,O,AFTER
cited,expected,cite,expect,cited,is expected to save,O,O,BEFORE
said,reported,say,report,said,will be reported,O,O,BEFORE
said,said,say,say,said,said,O,O,IDENTITY
said,cited,say,cite,said,cited,O,O,INCLUDES
said,expected,say,expect,said,is expected to save,O,O,BEFORE
payments,incurred,payment,incur,payments,incurred,O,O,AFTER
made,incurred,make,incur,has made,incurred,O,O,AFTER
made,incurred,make,incur,has made,incurred,O,O,AFTER
made,payments,make,payment,has made,payments,O,O,IDENTITY
recapitalization,took,recapitalization,take,recapitalization,took,O,O,IDENTITY
said,said,say,say,said,said,O,O,IDENTITY
recapitalization,restructuring,recapitalization,restructuring,its 1988 recapitalization,restructuring,as,as a result of,AFTER
said,cited,say,cite,said,cited,O,O,INCLUDES
sale,adjustments,sale,adjustment,The sale,adjustments,through,O,AFTER
continues,explore,continue,explore,continues to explore,continues to explore,also,O,IS_INCLUDED
said,adjustments,say,adjustment,said,adjustments,also,O,AFTER
said,sale,say,sale,said,The sale,also,O,AFTER
earned,gain,earn,gain,earned,a gain,O,from,INCLUDES
charge,adjustments,charge,adjustment,The charge,adjustments,O,O,AFTER
charge,sale,charge,sale,The charge,The sale,O,O,AFTER
charge,said,charge,say,The charge,said,also,O,BEFORE
said,adjustments,say,adjustment,said,adjustments,O,O,AFTER
said,sale,say,sale,said,The sale,O,O,AFTER
said,said,say,say,said,said,also,O,IDENTITY
said,charge,say,charge,said,The charge,O,O,AFTER
sale,adjustments,sale,adjustment,the sale,adjustments,O,O,AFTER
sale,sale,sale,sale,the sale,The sale,O,O,IDENTITY
sale,said,sale,say,the sale,said,also,O,BEFORE
sale,charge,sale,charge,the sale,The charge,O,O,BEFORE
sale,said,sale,say,the sale,said,O,O,BEFORE
charge,adjustments,charge,adjustment,a charge,adjustments,O,O,AFTER
charge,sale,charge,sale,a charge,The sale,O,O,AFTER
charge,said,charge,say,a charge,said,also,O,BEFORE
charge,charge,charge,charge,a charge,The charge,O,O,IDENTITY
charge,said,charge,say,a charge,said,O,O,BEFORE
charge,sale,charge,sale,a charge,the sale,O,O,AFTER
said,adjustments,say,adjustment,said,adjustments,O,O,AFTER
said,sale,say,sale,said,The sale,O,O,AFTER
said,said,say,say,said,said,also,O,IDENTITY
said,charge,say,charge,said,The charge,O,O,AFTER
said,said,say,say,said,said,O,O,IDENTITY
said,sale,say,sale,said,the sale,O,O,AFTER
said,charge,say,charge,said,a charge,O,O,AFTER
had,sales,have,sale,had,sales,O,O,IDENTITY
sale,adjustments,sale,adjustment,The sale,adjustments,through,O,AFTER
sale,sale,sale,sale,the sale,The sale,O,O,IDENTITY
said,said,say,say,said,said,also,O,IDENTITY
gain,sale,gain,sale,a gain,the sale,O,from,AFTER
earned,gain,earn,gain,earned,a gain,O,from,INCLUDES
charge,charge,charge,charge,a charge,The charge,O,O,IDENTITY
said,said,say,say,said,said,O,O,IDENTITY
said,charge,say,charge,said,a charge,O,O,AFTER
said,sale,say,sale,said,the sale,O,O,AFTER
charge,sale,charge,sale,a charge,the sale,O,O,AFTER
continues,explore,continue,explore,continues to explore,continues to explore,also,O,IS_INCLUDED
decision,move,decision,move,Mr. Pattison QUOTs decision,move,as,as,IDENTITY
said,said,say,say,said,said,O,O,IDENTITY
loss,write-downs,loss,write-downs,a fourth-quarter loss,inventory write-downs,O,O,AFTER
declined,said,decline,say,declined,said,O,O,AFTER
seek,seek,seek,seek,intends to seek,to seek,O,O,IDENTITY
intends,said,intend,say,intends to seek,said,O,O,INCLUDES
said,said,say,say,said,said,O,O,IDENTITY
said,declined,say,decline,said,declined,O,O,BEFORE
said,intends,say,intend,said,intends to seek,O,by,IS_INCLUDED
said,said,say,say,said,said,O,O,IDENTITY
decision,move,decision,move,Mr. Pattison QUOTs decision,move,as,as,IDENTITY
seek,seek,seek,seek,intends to seek,to seek,O,O,IDENTITY
results,made,result,make,The results,made,O,O,IDENTITY
loss,write-downs,loss,write-downs,a fourth-quarter loss,inventory write-downs,O,O,AFTER
said,said,say,say,said,said,O,O,IDENTITY
said,declined,say,decline,said,declined,O,O,BEFORE
said,intends,say,intend,said,intends to seek,O,by,IS_INCLUDED
strengthened,announcing,strengthen,announce,strengthened,announcing,after,O,AFTER
suspended,losing,suspend,lose,suspended,has been losing,O,by,AFTER
suspended,indicating,suspend,indicate,suspended,indicating,O,by,SIMULTANEOUS
agreed,said,agree,say,agreed to sell,said,O,O,SIMULTANEOUS
turnaround,recovery,turnaround,recovery,a turnaround,the recovery,as,O,IDENTITY
prepare,turnaround,prepare,turnaround,prepare,a turnaround,O,O,BEFORE
posted,moved,post,move,posted,moved,as,as,SIMULTANEOUS
sweetened,offering,sweeten,offer,sweetened,offering,O,O,INCLUDES
organizing,effort,organize,effort,are organizing to complain,The effort,O,O,IDENTITY
suspending,trading,suspend,trading,suspending,stock-index arbitrage trading,O,O,ENDS
Bowing,joined,bow,join,Bowing,joined,O,O,BEFORE
TRADING,trading,trading,trading,PROGRAM TRADING,stock-index arbitrage trading,O,O,IDENTITY
practice,roiling,practice,roil,the practice,roiling,O,O,BEGINS
TRADING,practice,trading,practice,PROGRAM TRADING,the practice,continue,by,IDENTITY
TRADING,curbed,trading,curb,PROGRAM TRADING,is being curbed,O,O,ENDS
curbed,expected,curb,expect,is being curbed,are expected to continue,O,by,SIMULTANEOUS
cutting,restructuring,cut,restructuring,is cutting,a restructuring,as,as part of,IS_INCLUDED
criticism,joined,criticism,join,criticism,joined,O,O,BEFORE
continue,launching,continue,launch,are expected to continue launching,are expected to continue launching,O,O,IS_INCLUDED
launching,programs,launch,program,are expected to continue launching,big programs,O,O,INCLUDES
strengthened,plan,strengthen,plan,strengthened,its poison-pill plan,after,O,SIMULTANEOUS
acquired,sold,acquire,sell,acquired,may be sold,O,by,BEFORE
acquired,buy,acquire,buy,acquired,to buy,O,O,BEFORE
called,sold,call,sell,called,may be sold,also,O,BEFORE
called,buy,call,buy,called,to buy,also,O,BEFORE
called,acquired,call,acquire,called,acquired,also,O,BEFORE
accord,sold,accord,sell,That accord,may be sold,also,O,BEFORE
accord,buy,accord,buy,That accord,to buy,also,O,BEFORE
accord,acquired,accord,acquire,That accord,acquired,also,O,BEFORE
agreement,sold,agreement,sell,an Aug. 10 COMMA 1988 COMMA stock purchase agreement,may be sold,O,O,BEFORE
agreement,buy,agreement,buy,an Aug. 10 COMMA 1988 COMMA stock purchase agreement,to buy,O,O,BEFORE
agreement,acquired,agreement,acquire,an Aug. 10 COMMA 1988 COMMA stock purchase agreement,acquired,O,O,BEFORE
agreement,called,agreement,call,an Aug. 10 COMMA 1988 COMMA stock purchase agreement,called,also,O,INCLUDES
agreement,accord,agreement,accord,an Aug. 10 COMMA 1988 COMMA stock purchase agreement,That accord,also,O,IDENTITY
acquired,sold,acquire,sell,acquired,may be sold,O,O,BEFORE
acquired,buy,acquire,buy,acquired,to buy,O,O,BEFORE
acquired,acquired,acquire,acquire,acquired,acquired,O,O,IDENTITY
acquired,called,acquire,call,acquired,called,also,O,AFTER
acquired,accord,acquire,accord,acquired,That accord,also,O,AFTER
affirmed,According,affirm,accord,affirmed,According to,O,O,BEFORE
said,According,say,accord,said,According to,O,O,BEFORE
said,affirmed,say,affirm,said,affirmed,O,O,IDENTITY
working,According,work,accord,working,According to,O,O,AFTER
working,affirmed,work,affirm,working,affirmed,O,O,AFTER
working,said,work,say,working,said,O,O,AFTER
remains,According,remain,accord,remains,According to,O,O,AFTER
remains,affirmed,remain,affirm,remains,affirmed,O,O,AFTER
remains,said,remain,say,remains,said,O,O,AFTER
maintain,According,maintain,accord,to develop and maintain,According to,O,O,AFTER
maintain,affirmed,maintain,affirm,to develop and maintain,affirmed,O,O,AFTER
maintain,said,maintain,say,to develop and maintain,said,O,O,AFTER
maintain,working,maintain,work,to develop and maintain,working,O,O,IDENTITY
develop,According,develop,accord,to develop and maintain,According to,O,O,AFTER
develop,affirmed,develop,affirm,to develop and maintain,affirmed,O,O,AFTER
develop,said,develop,say,to develop and maintain,said,O,O,AFTER
develop,working,develop,work,to develop and maintain,working,O,O,IDENTITY
develop,remains,develop,remain,to develop and maintain,remains,O,O,IDENTITY
said,According,say,accord,said,According to,O,O,BEFORE
said,affirmed,say,affirm,said,affirmed,O,O,IDENTITY
said,said,say,say,said,said,O,O,IDENTITY
said,working,say,work,said,working,O,O,BEFORE
said,remains,say,remain,said,remains,O,O,BEFORE
said,maintain,say,maintain,said,to develop and maintain,O,O,BEFORE
said,develop,say,develop,said,to develop and maintain,O,O,BEFORE
bought,According,buy,accord,bought,According to,O,O,BEFORE
bought,working,buy,work,bought,working,O,O,BEFORE
bought,remains,buy,remain,bought,remains,O,O,BEFORE
bought,maintain,buy,maintain,bought,to develop and maintain,O,O,BEFORE
bought,develop,buy,develop,bought,to develop and maintain,O,O,BEFORE
holds,bought,hold,buy,holds,bought,O,O,AFTER
said,According,say,accord,said,According to,O,O,BEFORE
said,affirmed,say,affirm,said,affirmed,O,O,IDENTITY
said,said,say,say,said,said,O,O,IDENTITY
said,working,say,work,said,working,O,O,BEFORE
said,remains,say,remain,said,remains,O,O,BEFORE
said,maintain,say,maintain,said,to develop and maintain,O,O,BEFORE
said,develop,say,develop,said,to develop and maintain,O,O,BEFORE
said,said,say,say,said,said,O,O,IDENTITY
acquired,buy,acquire,buy,acquired,to buy,O,O,IBEFORE
acquired,acquired,acquire,acquire,acquired,acquired,O,O,SIMULTANEOUS
accord,called,accord,call,That accord,called,also,O,INCLUDES
agreement,accord,agreement,accord,an Aug. 10 COMMA 1988 COMMA stock purchase agreement,That accord,also,O,IDENTITY
acquired,agreement,acquire,agreement,acquired,an Aug. 10 COMMA 1988 COMMA stock purchase agreement,as,as,AFTER
said,affirmed,say,affirm,said,affirmed,O,O,SIMULTANEOUS
said,said,say,say,said,said,O,O,SIMULTANEOUS
remains,working,remain,work,remains,working,O,O,SIMULTANEOUS
maintain,remains,maintain,remain,to develop and maintain,remains,O,O,SIMULTANEOUS
develop,maintain,develop,maintain,to develop and maintain,to develop and maintain,O,O,SIMULTANEOUS
said,said,say,say,said,said,O,O,SIMULTANEOUS
holds,bought,hold,buy,holds,bought,O,O,AFTER
buy,sold,buy,sell,to buy,may be sold,O,by,BEFORE
merger,acquired,merger,acquire,the merger,agreed to be acquired,as,O,IS_INCLUDED
acquisition,acquired,acquisition,acquire,the acquisition,agreed to be acquired,as,O,IDENTITY
acquisition,acquired,acquisition,acquire,the acquisition,agreed to be acquired,as,O,IDENTITY
acquisition,merger,acquisition,merger,the acquisition,the merger,O,O,INCLUDES
offering,offering,offer,offering,offering,the initial public offering,O,O,IDENTITY
offering,owned,offer,own,offering,owned,O,O,AFTER
went,offering,go,offering,went,the initial public offering,O,O,IDENTITY
went,owned,go,own,went,owned,O,O,AFTER
offering,offering,offer,offering,offering,the initial public offering,O,O,IDENTITY
owned,offering,own,offering,owned,the initial public offering,before,O,BEFORE
went,offering,go,offer,went,offering,earlier,O,SIMULTANEOUS
has,acquisition,have,acquisition,has,the acquisition,O,O,AFTER
purchase,transaction,purchase,transaction,to purchase,the transaction,O,O,IDENTITY
set,has,set,have,has set,has,O,O,BEFORE
completed,acquisition,complete,acquisition,completed,the acquisition,O,O,INCLUDES
said,has,say,have,said,has,O,O,BEFORE
pay,transaction,pay,transaction,agreeing to pay,the transaction,O,O,IS_INCLUDED
purchase,pay,purchase,pay,to purchase,agreeing to pay,O,O,INCLUDES
has,said,have,say,has,said,O,O,AFTER
purchase,pay,purchase,pay,to purchase,agreeing to pay,O,O,INCLUDES
purchase,transaction,purchase,transaction,to purchase,the transaction,O,O,IDENTITY
had,loss,have,loss,had,a loss,O,O,IDENTITY
expects,release,expect,release,expects to release,expects to release,O,O,BEFORE
had,loss,have,loss,had,a loss,O,O,IDENTITY
takeover,permits,takeover,permit,Dresdner Bank AG QUOTs takeover,permits,O,O,BEFORE
said,buy,say,buy,said,will buy,O,O,BEFORE
permits,buy,permit,buy,permits,will buy,O,O,BEFORE
buy,said,buy,say,will buy,said,O,O,AFTER
takeover,buy,takeover,buy,Dresdner Bank AG QUOTs takeover,will buy,O,O,BEFORE
takeover,approval,takeover,approval,Dresdner Bank AG QUOTs takeover,The approval,O,O,BEFORE
approval,buy,approval,buy,The approval,will buy,O,O,BEFORE
cleared,permits,clear,permit,have cleared,permits,O,O,IDENTITY
cleared,buy,clear,buy,have cleared,will buy,O,O,BEFORE
cleared,approval,clear,approval,have cleared,The approval,O,O,IDENTITY
buy,tendered,buy,tender,buy,tendered,also,O,AFTER
expected,permits,expect,permit,had been expected,permits,O,O,BEFORE
expected,buy,expect,buy,had been expected,will buy,O,O,BEFORE
cleared,expected,clear,expect,have cleared,had been expected,O,O,AFTER
cleared,approval,clear,approval,have cleared,The approval,O,O,IDENTITY
approval,expected,approval,expect,The approval,had been expected,O,O,AFTER
buy,tendered,buy,tender,buy,tendered,also,O,IAFTER
cleared,takeover,clear,takeover,have cleared,Dresdner Bank AG QUOTs takeover,O,O,AFTER
approval,permits,approval,permit,The approval,permits,O,O,IDENTITY
said,said,say,say,said,said,O,O,IDENTITY
agreement,suspended,agreement,suspend,that agreement,had suspended,also,as a result,INCLUDES
trying,said,try,say,is trying to sell,said,O,O,INCLUDES
fell,altered,fall,alter,fell,altered,O,O,IS_INCLUDED
fell,said,fall,say,fell,said,O,O,BEFORE
fell,trying,fall,try,fell,is trying to sell,O,O,IS_INCLUDED
continuing,try,continue,try,is continuing to try to sell,is continuing to try to sell,O,O,IS_INCLUDED
said,said,say,say,said,said,O,O,IDENTITY
said,trying,say,try,said,is trying to sell,O,O,IS_INCLUDED
said,fell,say,fall,said,fell,O,O,AFTER
post,loss,post,loss,expects to post,a net loss,also,O,BEFORE
trying,said,try,say,is trying to sell,said,O,O,INCLUDES
fell,said,fall,say,fell,said,O,O,BEFORE
said,said,say,say,said,said,O,O,IDENTITY
agreement,agreement,agreement,agreement,a June agreement,that agreement,also,O,IDENTITY
agreement,suspended,agreement,suspend,a June agreement,had suspended,O,as a result,INCLUDES
agreement,set,agreement,set,a June agreement,set,also,O,INCLUDES
plan,said,plan,say,a plan,said,O,O,BEFORE
plan,trying,plan,try,a plan,is trying to sell,O,O,IS_INCLUDED
said,plan,say,plan,said,a plan,O,O,AFTER
plan,said,plan,say,a plan,said,O,O,BEFORE
set,agreement,set,agreement,set,the agreement,also,as a result,IS_INCLUDED
agreement,agreement,agreement,agreement,a June agreement,the agreement,O,as a result,IDENTITY
sell,transaction,sell,transaction,is trying to sell,the transaction,O,O,IS_INCLUDED
effort,resume,effort,resume,its effort,might resume,continue,as a result,BEFORE
litigation,resume,litigation,resume,the litigation,might resume,also,as a result,INCLUDES
said,said,say,say,said,said,also,O,IDENTITY
trying,said,try,say,is trying to sell,said,also,O,INCLUDES
fell,said,fall,say,fell,said,also,O,BEFORE
said,said,say,say,said,said,also,O,IDENTITY
plan,said,plan,say,a plan,said,also,O,BEFORE
effort,resume,effort,resume,its effort,might resume,continue,as a result,BEFORE
agreement,agreement,agreement,agreement,that agreement,the agreement,also,as a result,IDENTITY
agreement,agreement,agreement,agreement,a June agreement,that agreement,also,O,IDENTITY
set,agreement,set,agreement,set,that agreement,also,O,IS_INCLUDED
sell,transaction,sell,transaction,to sell,the transaction,O,O,IS_INCLUDED
fell,altered,fall,alter,fell,altered,O,O,IS_INCLUDED
sell,sell,sell,sell,to sell,is trying to sell,O,O,IDENTITY
plan,trying,plan,try,a plan,is trying to sell,O,O,IS_INCLUDED
resulting,loss,result,loss,resulting,a net loss,also,O,IDENTITY
suspended,agreement,suspend,agreement,had suspended,the agreement,as,as part of,IS_INCLUDED
post,resulting,post,result,expects to post,resulting,also,O,BEFORE
said,fell,say,fall,said,fell,O,O,AFTER
plan,fell,plan,fall,a plan,fell,O,O,ENDED_BY
said,said,say,say,said,said,O,O,IDENTITY
continuing,try,continue,try,is continuing to try to sell,is continuing to try to sell,O,O,IS_INCLUDED
said,said,say,say,said,said,O,O,IDENTITY
said,said,say,say,said,said,also,O,IDENTITY
litigation,resume,litigation,resume,the litigation,might resume,also,as a result,INCLUDES
said,recalled,say,recall,said,recalled,O,by,BEFORE
lunch,said,lunch,say,lunch,said,O,O,INCLUDES
questions,recalled,question,recall,the legislators QUOT questions,recalled,O,O,BEFORE
questions,said,question,say,the legislators QUOT questions,said,O,O,BEFORE
answered,recalled,answer,recall,answered,recalled,O,O,BEFORE
answered,said,answer,say,answered,said,O,O,INCLUDES
visit,receptive,visit,receptive,the visit,receptive,O,O,BEFORE
visit,recalled,visit,recall,the visit,recalled,O,O,BEFORE
visit,said,visit,say,the visit,said,O,O,BEFORE
visit,questions,visit,question,the visit,the legislators QUOT questions,O,O,BEFORE
visit,answered,visit,answer,the visit,answered,O,O,BEFORE
tour,receptive,tour,receptive,tour,receptive,O,O,BEFORE
tour,recalled,tour,recall,tour,recalled,O,O,BEFORE
tour,said,tour,say,tour,said,O,O,BEFORE
tour,questions,tour,question,tour,the legislators QUOT questions,O,O,BEFORE
tour,answered,tour,answer,tour,answered,O,O,BEFORE
tour,visit,tour,visit,tour,the visit,O,O,IS_INCLUDED
fly,receptive,fly,receptive,to fly,receptive,O,O,BEFORE
fly,recalled,fly,recall,to fly,recalled,O,O,BEFORE
fly,said,fly,say,to fly,said,O,O,BEFORE
fly,questions,fly,question,to fly,the legislators QUOT questions,O,O,BEFORE
fly,answered,fly,answer,to fly,answered,O,O,BEFORE
fly,visit,fly,visit,to fly,the visit,O,O,IS_INCLUDED
British-owned,receptive,british-owned,receptive,British-owned and independent,receptive,O,O,BEFORE
British-owned,visit,british-owned,visit,British-owned and independent,the visit,O,O,AFTER
British-owned,tour,british-owned,tour,British-owned and independent,tour,O,O,AFTER
British-owned,fly,british-owned,fly,British-owned and independent,to fly,O,O,AFTER
relinquished,receptive,relinquish,receptive,has relinquished,receptive,O,O,BEFORE
relinquished,British-owned,relinquish,british-owned,has relinquished,British-owned and independent,O,O,BEFORE
give,visit,give,visit,would nQUOTt give,the visit,O,O,AFTER
give,tour,give,tour,would nQUOTt give,tour,O,O,AFTER
give,fly,give,fly,would nQUOTt give,to fly,O,O,AFTER
give,British-owned,give,british-owned,would nQUOTt give,British-owned and independent,O,O,AFTER
give,relinquished,give,relinquish,would nQUOTt give,has relinquished,O,O,AFTER
unhappy,British-owned,unhappy,british-owned,unhappy,British-owned and independent,because,because,INCLUDES
keen,British-owned,keen,british-owned,keen,British-owned and independent,because,because,INCLUDES
succeed,visit,succeed,visit,might succeed,the visit,because,because,AFTER
succeed,tour,succeed,tour,might succeed,tour,because,because,AFTER
succeed,fly,succeed,fly,might succeed,to fly,because,because,AFTER
succeed,British-owned,succeed,british-owned,might succeed,British-owned and independent,because,because,AFTER
succeed,relinquished,succeed,relinquish,might succeed,has relinquished,because,because,AFTER
succeed,unhappy,succeed,unhappy,might succeed,unhappy,because,because,AFTER
succeed,keen,succeed,keen,might succeed,keen,because,because,AFTER
meeting,urging,meeting,urge,a special shareholders QUOT meeting,urging,O,O,INCLUDES
