token_e1,token_e2,lemma_e1,lemma_e2,pos_e1|pos_e2,mainpos_e1|mainpos_e2,chunk_e1|chunk_e2,ner_e1|ner_e2,same_pos,same_mainpos,ent_distance,sent_distance,ent_order,evclass_e1,tense-aspect_e1,pol_e1,tmxtype-value_e2,tmxdct_e2,deprel,ismainverb,temp_marker-position,temp_marker_deprel,timexrule, label
has,O,have,O,NN0|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,I_STATE,PRESENT|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,O,O|O,O,O,INCLUDES
recall,O,recall,O,VVB|O,v|O,I-VP|O,O|O,FALSE,FALSE,-1,-1,O,OCCURRENCE,INFINITIVE|NONE,neg,DATE|NNNN-NN-NN,TRUE,O,O,O|O,O,O,AFTER
said,O,say,O,VVD|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,REPORTING,PAST|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,BEFORE
said,O,say,O,VVD|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,REPORTING,PAST|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,O,O|O,O,O,BEFORE
announce,Nov._6,announce,nov._6,VVB|NP0_CRD,v|O_n,I-VP|B-NP_I-NP,O|O,FALSE,FALSE,1,0,BEFORE,OCCURRENCE,INFINITIVE|NONE,pos,DATE|NNNN-NN-NN,FALSE,TMP-PMOD,MAIN,O|O,O|O,O,IS_INCLUDED
say,O,say,O,VVI|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,REPORTING,PRESENT|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,INCLUDES
said,O,say,O,VVD|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,REPORTING,PAST|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,BEFORE
expected,O,expect,O,VVN|O,v|O,I-VP|O,O|O,FALSE,FALSE,-1,-1,O,I_STATE,PRESENT|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,INCLUDES
began,O,begin,O,VVD|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,ASPECTUAL,PAST|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,O,O|O,O,O,BEFORE
keep,O,keep,O,VVB|O,v|O,I-VP|O,O|O,FALSE,FALSE,-1,-1,O,ASPECTUAL,FUTURE|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,O,O|O,O,O,AFTER
coming,O,come,O,VVG|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,OCCURRENCE,PRESPART|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,O,O|O,O,O,AFTER
developing,O,develope,O,VVG|O,O|O,I-VP|O,O|O,FALSE,TRUE,-1,-1,O,OCCURRENCE,PRESENT|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,O,O|O,O,O,INCLUDES
reach,early_next_year,reach,early_next_year,VVB|AV0_AJ0_NN1,v|adv_adj_n,I-VP|B-NP_I-NP,O|O,FALSE,FALSE,1,0,BEFORE,OCCURRENCE,INFINITIVE|NONE,pos,DATE|NNNN,FALSE,TMP,O,next|INSIDE,TMP-NMOD|NMOD,O,IS_INCLUDED
have,O,have,O,VVB|O,v|O,I-VP|O,O|O,FALSE,FALSE,-1,-1,O,OCCURRENCE,PRESENT|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,O,O|O,O,O,AFTER
said,O,say,O,VVD|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,REPORTING,PAST|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,BEFORE
completed,O,complete,O,VVD|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,ASPECTUAL,PAST|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,BEFORE
named,O,name,O,VVN|O,v|O,I-VP|O,O|O,FALSE,FALSE,-1,-1,O,OCCURRENCE,PAST|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,BEFORE
completion,months,completion,month,NN1|NN2,n|n,I-NP|B-NP,O|O,FALSE,TRUE,2,0,BEFORE,ASPECTUAL,O|O,O,DURATION|PXM,FALSE,O,O,O|O,O|O,O,AFTER
twists,months,twist,month,NN2|NN2,n|n,B-NP|B-NP,O|O,TRUE,TRUE,1,0,AFTER,OCCURRENCE,O|O,O,DURATION|PXM,FALSE,O,O,O|O,O|O,O,IS_INCLUDED
turns,months,turn,month,NN2|NN2,n|n,I-NP|B-NP,O|O,TRUE,TRUE,2,0,AFTER,OCCURRENCE,O|O,O,DURATION|PXM,FALSE,O,O,O|O,O|O,O,IS_INCLUDED
brought,January,bring,january,VVD|NP0,v|n,B-VP|B-NP,O|O,FALSE,FALSE,1,0,AFTER,OCCURRENCE,PAST|NONE,pos,DATE|NNNN-NN,FALSE,TMP-PMOD,MAIN,O|O,O|O,O,IS_INCLUDED
brought,A_few_days,bring,a_few_day,VVD|AT0_AJ0_NN2,v|art_adj_n,B-VP|B-NP_I-NP,O|O,FALSE,FALSE,2,1,BEFORE,OCCURRENCE,PAST|NONE,pos,DURATION|PXD,FALSE,O,MAIN,O|O,O,O,BEGINS
announced,A_few_days,announce,a_few_day,VVD|AT0_AJ0_NN2,v|art_adj_n,B-VP|B-NP_I-NP,O|O,FALSE,FALSE,1,0,AFTER,I_ACTION,PAST|NONE,pos,DURATION|PXD,FALSE,TMP-AMOD,MAIN,later|BEGIN,TMP|AMOD,O,ENDS
received,March,receive,march,VVD|NP0,v|n,B-VP|B-NP,O|O,FALSE,FALSE,1,0,AFTER,OCCURRENCE,PAST|NONE,pos,DATE|NNNN-NN,FALSE,TMP-PMOD,MAIN,O|O,O|O,O,IS_INCLUDED
urged,March,urge,march,VVD|NP0,v|n,B-VP|B-NP,O|O,FALSE,FALSE,8,2,AFTER,I_ACTION,PAST|NONE,pos,DATE|NNNN-NN,FALSE,O,MAIN,O|O,O,O,IS_INCLUDED
put,The_following_month,put,the_follow_month,VVD|AT0_VVG_NN1,v|art_v_n,B-VP|B-NP_I-NP,O|O,FALSE,FALSE,1,0,AFTER,OCCURRENCE,PAST|NONE,pos,DATE|NNNN-NN,FALSE,TMP,MAIN,next|INSIDE,TMP-NMOD|NMOD,O,IS_INCLUDED
lowered,early_this_month,lower,early_this_month,VVD|AV0_AT0_NN1,v|adv_pron_n,B-VP|B-NP_I-NP,O|O,FALSE,FALSE,1,0,AFTER,OCCURRENCE,PAST|NONE,pos,DATE|NNNN-NN,FALSE,TMP,MAIN,then|BEGIN,ADV|O,O,IS_INCLUDED
completed,yesterday,complete,yesterday,VVD|NN1,v|n,B-VP|B-NP,O|O,FALSE,FALSE,2,0,BEFORE,ASPECTUAL,PAST|NONE,pos,DATE|NNNN-NN-NN,FALSE,TMP,O,O|O,O|O,O,IS_INCLUDED
purchase,yesterday,purchase,yesterday,NN1|NN1,n|n,I-NP|B-NP,O|O,TRUE,TRUE,1,0,BEFORE,OCCURRENCE,O|O,O,DATE|NNNN-NN-NN,FALSE,O,O,O|O,O|O,O,IS_INCLUDED
said,O,say,O,VVD|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,REPORTING,PAST|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,BEFORE
had,the_past_two_quarters,have,the_past_two_quarter,VVN|AT0_AJ0_CRD_NN2,v|art_adj_n,I-VP|B-NP_I-NP,O|O,FALSE,FALSE,2,0,BEFORE,OCCURRENCE,PRESENT|PERFECTIVE,pos,DURATION|PNQ,FALSE,VC-TMP-PMOD,MAIN,for|BETWEEN,SBJ-COORD-APPO-NMOD-PMOD-NMOD|O,O,IS_INCLUDED
closed,Yesterday,close,yesterday,VVD|NN1,v|n,B-VP|B-NP,O|O,FALSE,FALSE,1,0,AFTER,OCCURRENCE,PAST|NONE,pos,DATE|NNNN-NN-NN,FALSE,TMP,MAIN,O|O,O|O,O,IS_INCLUDED
made,O,make,O,VVN|O,v|O,I-VP|O,O|O,FALSE,FALSE,-1,-1,O,OCCURRENCE,PRESENT|PERFECTIVE,neg,DATE|NNNN-NN-NN,TRUE,O,O,O|O,O,O,BEFORE
engaged,O,engage,O,VVN|O,v|O,I-VP|O,O|O,FALSE,FALSE,-1,-1,O,OCCURRENCE,PRESENT|PERFECTIVE,pos,DATE|NNNN-NN-NN,TRUE,O,O,O|O,O,O,BEFORE
said,O,say,O,VVD|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,REPORTING,PAST|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,BEFORE
declined,O,decline,O,VVD|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,I_ACTION,PAST|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,BEFORE
controlled,O,control,O,VVN|O,v|O,I-VP|O,O|O,FALSE,FALSE,-1,-1,O,OCCURRENCE,PRESENT|NONE,neg,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,INCLUDES
left,the_beginning_of_October,leave,the_beginning_of_october,VVD|AT0_NN1_PRF_NP0,v|art_n_prep_pn,B-VP|B-NP_I-NP_B-PP_B-NP,O|O,FALSE,FALSE,1,0,BEFORE,OCCURRENCE,PAST|NONE,pos,DATE|NNNN-NN,FALSE,TMP-PMOD,O,formerly|BETWEEN,O|O,O,IS_INCLUDED
described,O,describe,O,VVN|O,v|O,I-VP|O,O|O,FALSE,FALSE,-1,-1,O,I_ACTION,PAST|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,BEFORE
announced,O,announce,O,VVD|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,OCCURRENCE,PAST|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,BEFORE
used,O,use,O,VVN|O,v|O,I-VP|O,O|O,FALSE,FALSE,-1,-1,O,OCCURRENCE,FUTURE|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,O,O|O,O,O,AFTER
has,O,have,O,NN0|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,STATE,PRESENT|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,INCLUDES
closed,O,close,O,VVD|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,OCCURRENCE,PAST|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,BEFORE
holds,O,hold,O,NN0|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,STATE,PRESENT|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,O,O|O,O,O,INCLUDES
holds,currently,hold,currently,NN0|AV0,v|adv,B-VP|B-ADVP,O|O,FALSE,FALSE,1,0,AFTER,STATE,PRESENT|NONE,pos,DATE|PRESENT_REF,FALSE,TMP,O,O|O,O|O,O,IS_INCLUDED
redeem,Oct._31,redeem,oct._31,VVB|NP0_CRD,v|O,I-VP|B-NP_I-NP,O|O,FALSE,FALSE,1,0,BEFORE,OCCURRENCE,FUTURE|NONE,pos,DATE|NNNN-NN-NN,FALSE,VC-TMP-PMOD,O,O|O,O|O,O,IS_INCLUDED
meeting,yesterday,meeting,yesterday,NN1|NN1,n|n,I-NP|B-NP,O|O,TRUE,TRUE,1,0,BEFORE,OCCURRENCE,O|O,O,DATE|NNNN-NN-NN,FALSE,O,O,O|O,O|O,O,IS_INCLUDED
meeting,O,meeting,O,NN1|O,n|O,I-NP|O,O|O,FALSE,FALSE,-1,-1,O,OCCURRENCE,O|O,O,DATE|NNNN-NN-NN,TRUE,O,O,O|O,O,O,BEFORE
said,O,say,O,VVD|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,REPORTING,PAST|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,BEFORE
recommend,O,recommend,O,VVB|O,v|O,I-VP|O,O|O,FALSE,FALSE,-1,-1,O,I_ACTION,PRESENT|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,O,O|O,O,O,IS_INCLUDED
reinstated,later_this_year,reinstate,later_this_year,VVN|AV0_AT0_NN1,v|adv_pron_n,I-VP|B-NP_I-NP,O|O,FALSE,FALSE,1,0,BEFORE,OCCURRENCE,PASTPART|NONE,pos,DATE|NNNN-NN-NN,FALSE,VC-TMP,O,at|BETWEEN,VC-ADV|O,O,IS_INCLUDED
stopped,the_third_quarter_of_1984,stop,the_3_quarter_of_1984,VVD|AT0_AJ0_NN1_PRF_CRD,v|art_adj_n_prep_O,B-VP|B-NP_I-NP_B-PP_B-NP,O|O,FALSE,FALSE,2,0,BEFORE,ASPECTUAL,PAST|NONE,pos,DATE|NNNN-QN,FALSE,TMP-PMOD,MAIN,O|O,O|O,O,IS_INCLUDED
paying,the_third_quarter_of_1984,pay,the_3_quarter_of_1984,VVG|AT0_AJ0_NN1_PRF_CRD,v|art_adj_n_prep_O,I-VP|B-NP_I-NP_B-PP_B-NP,O|O,FALSE,FALSE,1,0,BEFORE,OCCURRENCE,PRESPART|NONE,pos,DATE|NNNN-QN,FALSE,O,MAIN,O|O,O|O,O,IS_INCLUDED
said,O,say,O,VVD|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,REPORTING,PAST|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,BEFORE
estimates,O,estimate,O,NN0|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,I_STATE,PRESENT|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,INCLUDES
has,currently,have,currently,NN0|AV0,v|adv,B-VP|B-ADVP,O|O,FALSE,FALSE,1,0,AFTER,STATE,PRESENT|NONE,pos,DATE|PRESENT_REF,FALSE,TMP,MAIN,O|O,O|O,O,IS_INCLUDED
said,O,say,O,VVD|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,REPORTING,PAST|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,BEFORE
traded,O,trade,O,VVN|O,v|O,I-VP|O,O|O,FALSE,FALSE,-1,-1,O,OCCURRENCE,PRESENT|PROGRESSIVE,pos,DATE|NNNN-NN-NN,TRUE,O,O,O|O,O,O,INCLUDES
resume,Tuesday,resume,tuesday,VVB|NP0,v|n,I-VP|I-NP,O|O,FALSE,FALSE,2,0,BEFORE,ASPECTUAL,INFINITIVE|NONE,pos,DATE|NNNN-NN-NN,FALSE,OPRD-LOC-PMOD,O,in|BETWEEN,OPRD-LOC|PMOD,O,IS_INCLUDED
trading,Tuesday,trade,tuesday,VVG|NP0,v|n,B-NP|I-NP,O|O,FALSE,FALSE,1,0,BEFORE,OCCURRENCE,O|O,O,DATE|NNNN-NN-NN,FALSE,LOC-PMOD,O,in|BETWEEN,LOC|PMOD,O,IS_INCLUDED
expected,O,expect,O,VVN|O,v|O,I-VP|O,O|O,FALSE,FALSE,-1,-1,O,I_STATE,PRESENT|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,INCLUDES
said,O,say,O,VVD|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,REPORTING,PAST|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,BEFORE
organizing,O,organizing,O,NN1|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,I_ACTION,PRESPART|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,O,O|O,O,O,IS_INCLUDED
mean,O,mean,O,VVB|O,v|O,I-VP|O,O|O,FALSE,FALSE,-1,-1,O,OCCURRENCE,PRESENT|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,O,O|O,O,O,AFTER
built,the_past_20_years,build,the_past_20_year,VVN|AT0_AJ0_CRD_NN2,v|art_adj_n,I-VP|B-NP_I-NP,O|O,FALSE,FALSE,1,0,AFTER,OCCURRENCE,PRESENT|PERFECTIVE,pos,DURATION|PNNY,FALSE,TMP-PMOD,O,during|BEGIN,TMP|PMOD,O,IS_INCLUDED
warded,the_past_20_years,ward,the_past_20_year,VVN|AT0_AJ0_CRD_NN2,v|art_adj_n,I-VP|B-NP_I-NP,O|O,FALSE,FALSE,2,0,AFTER,I_ACTION,PRESENT|PERFECTIVE,pos,DURATION|PNNY,FALSE,O,O,during|BEFORE,O|O,O,IS_INCLUDED
denationalized,1987,denationalize,1987,VVN|CRD,v|O,I-VP|B-NP,O|O,FALSE,FALSE,1,0,BEFORE,OCCURRENCE,PAST|NONE,pos,DATE|NNNN,FALSE,VC-TMP-PMOD,O,when|BETWEEN,VC-TMP|O,O,IS_INCLUDED
holds,now,hold,now,NN0|AV0,v|adv,B-VP|B-ADVP,O|O,FALSE,FALSE,1,0,AFTER,STATE,PRESENT|NONE,pos,DATE|PRESENT_REF,FALSE,TMP,O,still|BEGIN,O|O,O,IS_INCLUDED
downplayed,O,downplay,O,VVD|O,O|O,B-VP|O,O|O,FALSE,TRUE,-1,-1,O,OCCURRENCE,O|O,O,DATE|NNNN-NN-NN,TRUE,O,O,O|O,O,O,BEFORE
said,O,say,O,VVD|O,v|O,I-VP|O,O|O,FALSE,FALSE,-1,-1,O,REPORTING,PAST|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,BEFORE
said,Monday,say,monday,VVD|NP0,v|pn,B-VP|B-NP,O|O,FALSE,FALSE,1,0,BEFORE,REPORTING,PAST|NONE,pos,DATE|NNNN-NN-NN,FALSE,TMP,MAIN,O|O,O|O,O,IS_INCLUDED
offer,O,offer,O,VVB|O,v|O,I-VP|O,O|O,FALSE,FALSE,-1,-1,O,OCCURRENCE,FUTURE|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,O,O|O,O,O,AFTER
receive,this_year,receive,this_year,VVB|AT0_NN1,v|pron_n,I-VP|B-NP_I-NP,O|O,FALSE,FALSE,1,0,BEFORE,OCCURRENCE,FUTURE|NONE,pos,DATE|NNNN,FALSE,VC-TMP,O,O|O,O|O,O,IS_INCLUDED
said,O,say,O,VVD|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,REPORTING,PAST|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,BEFORE
due,Nov._1_COMMA_2004,due,nov._1_COMMA_2004,AJ0|NP0_CRD_PUN_CRD,adj|O_n_punc_O,B-ADJP|B-NP_I-NP,O|O,FALSE,FALSE,1,0,BEFORE,OCCURRENCE,O|O,O,DATE|NNNN-NN-NN,FALSE,PRD-TMP-PMOD,O,O|O,O|O,O,IS_INCLUDED
used,O,use,O,VVN|O,v|O,I-VP|O,O|O,FALSE,FALSE,-1,-1,O,OCCURRENCE,FUTURE|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,O,O|O,O,O,AFTER
expected,O,expect,O,VVN|O,v|O,I-VP|O,O|O,FALSE,FALSE,-1,-1,O,I_STATE,PRESENT|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,IS_INCLUDED
payments,O,payment,O,NN2|O,n|O,I-NP|O,O|O,FALSE,FALSE,-1,-1,O,OCCURRENCE,O|O,O,DATE|NNNN-NN-NN,TRUE,O,O,O|O,O,O,INCLUDES
offered,O,offer,O,VVN|O,v|O,I-VP|O,O|O,FALSE,FALSE,-1,-1,O,I_ACTION,PRESENT|PROGRESSIVE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,INCLUDES
converted,O,convert,O,VVN|O,v|O,I-VP|O,O|O,FALSE,FALSE,-1,-1,O,OCCURRENCE,PAST|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,INCLUDES
have,O,have,O,VVB|O,v|O,I-VP|O,O|O,FALSE,FALSE,-1,-1,O,STATE,FUTURE|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,AFTER
closed,yesterday,close,yesterday,VVD|NN1,v|n,B-VP|B-NP,O|O,FALSE,FALSE,1,0,BEFORE,OCCURRENCE,PAST|NONE,pos,DATE|NNNN-NN-NN,FALSE,TMP,MAIN,in|AFTER,LOC|O,O,IS_INCLUDED
said,O,say,O,VVD|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,REPORTING,PAST|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,BEFORE
seeking,O,seek,O,VVG|O,v|O,I-VP|O,O|O,FALSE,FALSE,-1,-1,O,I_STATE,PRESENT|PROGRESSIVE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,INCLUDES
used,O,use,O,VVN|O,v|O,I-VP|O,O|O,FALSE,FALSE,-1,-1,O,OCCURRENCE,PASTPART|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,O,O|O,O,O,INCLUDES
said,O,say,O,VVD|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,REPORTING,PAST|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,BEFORE
whacked,O,whack,O,VVD|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,OCCURRENCE,PAST|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,BEFORE
complained,O,complain,O,VVN|O,v|O,I-VP|O,O|O,FALSE,FALSE,-1,-1,O,I_ACTION,PRESENT|PERFECTIVE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,BEFORE
good,third-quarter,good,third-quarter,AJ0|AJ0,adj|O,I-ADJP|B-NP,O|O,TRUE,FALSE,1,0,AFTER,STATE,O|O,O,DATE|NNNN-QN,FALSE,O,O,O|O,O|O,O,SIMULTANEOUS
hit,yesterday,hit,yesterday,VVD|NN1,v|n,B-VP|B-NP,O|O,FALSE,FALSE,1,0,BEFORE,OCCURRENCE,PAST|NONE,pos,DATE|NNNN-NN-NN,FALSE,TMP,O,O|O,O|O,O,IS_INCLUDED
pulled,Wednesday,pull,wednesday,VVD|NP0,v|n,I-VP|B-NP,O|O,FALSE,FALSE,3,0,BEFORE,OCCURRENCE,PAST|NONE,pos,DATE|NNNN-NN-NN,FALSE,O,O,after|BETWEEN,O|SUB-TMP,O,AFTER
closed,Wednesday,close,wednesday,VVD|NP0,v|n,B-VP|B-NP,O|O,FALSE,FALSE,1,0,BEFORE,OCCURRENCE,PAST|NONE,pos,DATE|NNNN-NN-NN,FALSE,TMP,O,after|BETWEEN,SUB|SUB-TMP,O,IS_INCLUDED
added,Later_yesterday,add,later_yesterday,VVD|AJ0_NN1,v|adj_n,B-VP|B-NP_I-NP,O|O,FALSE,FALSE,1,0,AFTER,OCCURRENCE,PAST|NONE,pos,DATE|NNNN-NN-NN,FALSE,SBJ-NMOD,MAIN,O|O,O|O,O,IS_INCLUDED
losers,the_third_quarter,loser,the_3_quarter,NN2|AT0_AJ0_NN1,n|art_adj_n,I-NP|B-NP_I-NP,O|O,FALSE,FALSE,1,0,BEFORE,STATE,O|O,O,DATE|NNNN-QN,FALSE,O,O,O|O,O|O,O,ENDS
results,third-quarter,result,third-quarter,NN2|AJ0,n|O,I-NP|I-NP,O|O,FALSE,FALSE,1,0,AFTER,STATE,O|O,O,DATE|NNNN-QN,FALSE,NMOD,O,O|O,O|O,O,ENDS
fell,yesterday,fall,yesterday,VVD|NN1,v|n,B-VP|B-NP,O|O,FALSE,FALSE,1,0,BEFORE,OCCURRENCE,PAST|NONE,pos,DATE|NNNN-NN-NN,FALSE,TMP,O,in|BETWEEN,ADV|O,O,IS_INCLUDED
said,O,say,O,VVD|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,REPORTING,PAST|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,O,O|O,O,O,BEFORE
grew,the_third_quarter,grow,the_3_quarter,VVD|AT0_AJ0_NN1,v|art_adj_n,B-VP|B-NP_I-NP,O|O,FALSE,FALSE,1,0,BEFORE,OCCURRENCE,PAST|NONE,pos,DATE|NNNN-QN,FALSE,TMP-PMOD,O,in|AFTER,O|O,O,IS_INCLUDED
predicting,O,predict,O,VVG|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,I_ACTION,PRESENT|PROGRESSIVE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,INCLUDES
growth,the_fourth_quarter,growth,the_4_quarter,NN1|AT0_AJ0_NN1,n|art_adv_n,B-NP|B-NP_I-NP,O|O,FALSE,FALSE,2,0,BEFORE,OCCURRENCE,O|O,O,DATE|NNNN-QN,FALSE,O,O,O|O,O|O,O,IS_INCLUDED
disappointments,the_fourth_quarter,disappointment,the_4_quarter,NN2|AT0_AJ0_NN1,n|art_adv_n,I-NP|B-NP_I-NP,O|O,FALSE,FALSE,1,0,BEFORE,OCCURRENCE,O|O,O,DATE|NNNN-QN,FALSE,O,O,afterwards|BEFORE,DEP|O,O,IS_INCLUDED
said,O,say,O,VVD|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,REPORTING,PAST|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,BEFORE
unmoved,O,unmoved,O,AJ0|O,adj|O,I-VP|O,O|O,FALSE,FALSE,-1,-1,O,OCCURRENCE,O|O,O,DATE|NNNN-NN-NN,TRUE,O,O,O|O,O,O,BEFORE
growth,the_fourth_quarter,growth,the_4_quarter,NN1|AT0_AJ0_NN1,n|art_adv_n,B-NP|B-NP_I-NP,O|O,FALSE,FALSE,7,4,AFTER,OCCURRENCE,O|O,O,DATE|NNNN-QN,FALSE,O,O,O|O,O,O,IS_INCLUDED
lower,coming_weeks,lower,coming_week,VVB|AJ0_NN2,v|adj_n,I-VP|B-NP_I-NP,O|O,FALSE,FALSE,1,0,BEFORE,OCCURRENCE,INFINITIVE|NONE,pos,DURATION|PXW,FALSE,TMP-PMOD,O,to|BETWEEN,IM|IM-TMP-PMOD,O,IS_INCLUDED
activity,O,activity,O,NN1|O,n|O,I-NP|O,O|O,FALSE,FALSE,-1,-1,O,OCCURRENCE,O|O,O,DATE|NNNN-NN-NN,TRUE,O,O,O|O,O,O,BEFORE
activity,Wednesday,activity,wednesday,NN1|NP0,n|n,I-NP|B-NP,O|O,FALSE,TRUE,8,7,BEFORE,OCCURRENCE,O|O,O,DATE|NNNN-NN-NN,FALSE,O,O,O|O,O,O,AFTER
activity,yesterday,activity,yesterday,NN1|NN1,n|n,I-NP|B-NP,O|O,TRUE,TRUE,22,7,AFTER,OCCURRENCE,O|O,O,DATE|NNNN-NN-NN,FALSE,O,O,O|O,O,O,IS_INCLUDED
said,O,say,O,VVD|O,v|O,B-VP|O,O|O,FALSE,FALSE,-1,-1,O,REPORTING,PAST|NONE,pos,DATE|NNNN-NN-NN,TRUE,O,MAIN,O|O,O,O,BEFORE
rose,the_third_quarter,rise,the_3_quarter,VVD|AT0_AJ0_NN1,v|art_adj_n,B-VP|B-NP_I-NP,O|O,FALSE,FALSE,1,0,BEFORE,OCCURRENCE,PAST|NONE,pos,DATE|NNNN-QN,FALSE,TMP-PMOD,O,O|O,O|O,O,IS_INCLUDED
results,The_latest_quarter,result,the_late_quarter,NN2|AT0_NN0_NN1,n|art_adj_n,I-NP|B-NP_I-NP,O|O,FALSE,FALSE,1,0,AFTER,STATE,O|O,O,DATE|NNNN-QN,FALSE,NMOD,O,O|O,O|O,O,ENDS
